"","Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","PoolArea","MoSold","YrSold","SalePrice"
"185",185,92,7438,5,8,1908,1991,504,504,936,316,1252,0,0,1,0,3,1,5,0,1986,2,576,104,0,0,0,0,6,2006,127000
"186",186,90,22950,10,9,1892,1993,1107,1107,1518,1518,3608,0,0,2,1,4,1,12,2,1993,3,840,0,260,0,410,0,6,2006,475000
"187",187,NA,9947,7,5,1990,1991,577,1188,1217,0,1217,1,0,2,0,3,1,6,0,1990,2,497,168,27,0,0,0,6,2009,173000
"188",188,60,10410,5,7,1916,1987,660,660,808,704,1656,0,0,2,1,3,1,8,0,1916,1,180,0,0,0,0,0,8,2009,135000
"189",189,64,7018,5,5,1979,1979,0,1086,1224,0,1224,2,0,0,2,2,2,6,2,1979,2,528,120,0,0,0,0,6,2009,153337
"190",190,41,4923,8,5,2001,2002,440,1593,1593,0,1593,1,0,1,1,0,1,5,1,2001,2,682,0,120,0,224,0,8,2008,286000
"191",191,70,10570,8,8,1932,1994,556,853,1549,1178,2727,0,0,2,1,3,1,10,2,1932,2,440,0,74,0,0,0,12,2007,315000
"192",192,NA,7472,7,9,1972,2004,99,725,725,754,1479,1,0,1,1,4,1,7,0,1972,2,484,0,32,0,0,0,6,2007,184000
"193",193,68,9017,7,5,1999,1999,871,1431,1431,0,1431,1,0,2,0,3,1,6,0,1999,2,666,0,35,0,0,0,9,2009,192000
"194",194,24,2522,7,5,2004,2004,970,970,970,739,1709,0,0,2,0,3,1,7,0,2004,2,380,0,40,0,0,0,5,2006,130000
"195",195,60,7180,5,7,1972,1972,474,864,864,0,864,0,0,1,0,3,1,5,0,1989,1,352,0,0,0,0,0,5,2008,127000
"196",196,24,2280,6,6,1976,1976,289,855,855,601,1456,0,0,2,1,3,1,7,1,1976,2,440,87,0,0,0,0,7,2009,148500
"197",197,79,9416,7,5,2007,2007,600,1726,1726,0,1726,1,0,2,0,3,1,8,1,2007,3,786,171,138,0,266,0,9,2007,311872
"198",198,174,25419,8,4,1918,1990,140,1360,1360,1360,3112,1,1,2,0,4,1,8,1,1918,2,795,0,16,552,0,512,3,2006,235000
"199",199,92,5520,6,6,1912,1950,755,755,929,929,2229,0,0,1,0,5,1,8,0,NA,0,0,0,198,30,0,0,7,2009,104000
"200",200,76,9591,8,5,2004,2005,625,1713,1713,0,1713,1,0,2,0,3,1,7,1,2004,3,856,0,26,0,170,0,1,2009,274900
"201",201,80,8546,4,5,2003,2004,1121,1121,1121,0,1121,0,0,2,0,2,1,5,0,2003,2,440,132,64,0,0,0,3,2010,140000
"202",202,75,10125,6,6,1977,1977,276,1196,1279,0,1279,0,1,2,0,3,1,6,2,1980,2,473,238,83,0,0,0,2,2008,171500
"203",203,50,7000,6,6,1924,1950,0,617,865,445,1310,0,0,2,0,2,1,6,0,1924,1,398,0,0,126,0,0,5,2006,112000
"204",204,NA,4438,6,5,2004,2004,186,848,848,0,848,1,0,1,0,1,1,3,1,2004,2,420,149,0,0,0,0,1,2008,149000
"205",205,50,3500,5,7,1947,1950,408,720,720,564,1284,0,0,1,1,2,1,5,0,1948,1,240,0,35,0,0,0,4,2009,110000
"206",206,99,11851,7,5,1990,1990,1424,1424,1442,0,1442,0,0,2,0,3,1,5,0,1990,2,500,0,34,0,0,0,5,2009,180500
"207",207,40,13673,5,5,1962,1962,1140,1140,1696,0,1696,0,0,1,1,3,1,8,1,1962,1,349,0,30,0,0,0,3,2007,143900
"208",208,NA,12493,4,5,1960,1960,375,1100,1100,0,1100,1,0,1,0,3,1,6,1,1960,1,312,355,0,0,0,0,4,2008,141000
"209",209,NA,14364,7,5,1988,1989,92,1157,1180,882,2062,1,0,2,1,3,1,7,1,1988,2,454,60,55,0,154,0,4,2007,277000
"210",210,75,8250,6,7,1964,1964,305,1092,1092,0,1092,1,0,1,0,3,1,6,0,1964,2,504,0,0,0,0,0,7,2008,145000
"211",211,67,5604,5,6,1925,1950,396,864,864,0,864,1,0,1,0,2,1,5,0,NA,0,0,0,0,96,0,0,4,2008,98000
"212",212,83,10420,6,5,2009,2009,1176,1212,1212,0,1212,0,0,2,0,3,1,6,0,2009,2,460,100,22,0,0,0,3,2010,186000
"213",213,72,8640,7,5,2009,2009,78,900,932,920,1852,1,0,2,1,3,1,7,1,2009,2,644,168,108,0,0,0,7,2009,252678
"214",214,43,13568,5,5,1995,1995,274,990,990,0,990,0,1,1,0,3,1,5,0,1996,2,576,224,0,0,0,0,7,2006,156000
"215",215,NA,10900,6,7,1977,1977,311,689,689,703,1392,0,0,1,1,3,1,6,0,1977,1,299,0,36,0,0,0,3,2010,161750
"216",216,72,10011,5,6,1957,1996,710,1070,1236,0,1236,0,1,1,0,2,1,6,1,1957,1,447,0,0,0,0,0,5,2006,134450
"217",217,65,8450,7,5,2004,2004,490,1436,1436,0,1436,1,0,2,0,3,1,8,0,2004,2,484,139,98,0,0,0,4,2008,210000
"218",218,57,9906,4,4,1925,1950,686,686,810,518,1328,0,0,1,0,3,1,8,0,1940,1,210,0,172,60,0,0,9,2006,107000
"219",219,NA,15660,7,9,1939,2006,457,798,1137,817,1954,0,1,1,1,3,1,8,2,1939,2,431,0,119,150,0,0,5,2008,311500
"220",220,43,3010,7,5,2005,2006,1232,1248,1248,0,1248,0,0,2,0,2,1,5,0,2005,2,438,108,0,0,0,0,3,2006,167240
"221",221,73,8990,7,5,2006,2006,1498,1498,1498,0,1498,0,0,2,0,2,1,5,0,2006,2,675,351,33,0,0,0,4,2006,204900
"222",222,NA,8068,6,5,2002,2002,1010,1010,1010,1257,2267,0,0,2,1,4,1,8,1,2002,2,390,120,46,0,0,0,12,2009,200000
"223",223,85,11475,6,6,1975,1975,163,713,811,741,1552,1,0,2,1,3,1,6,1,1975,2,434,209,208,0,0,0,2,2006,179900
"224",224,70,10500,4,6,1971,1971,160,864,864,0,864,0,0,1,0,2,1,4,0,1989,2,576,216,0,0,0,0,3,2009,97000
"225",225,103,13472,10,5,2003,2003,2336,2392,2392,0,2392,0,0,2,0,3,1,8,1,2003,3,968,248,105,0,0,0,6,2009,386250
"226",226,21,1680,5,5,1971,1971,630,630,630,672,1302,0,0,2,1,3,1,6,0,1991,1,280,0,0,0,0,0,5,2009,112000
"227",227,82,9950,7,5,1995,1995,638,1203,1214,1306,2520,0,0,2,1,4,1,9,1,1995,3,721,224,114,0,0,0,6,2007,290000
"228",228,21,1869,6,6,1970,1970,162,483,483,504,987,0,0,1,1,2,1,5,0,1987,1,280,0,0,0,0,0,9,2008,106000
"229",229,70,8521,5,5,1967,1967,70,912,912,0,912,0,0,1,0,3,1,5,1,1974,1,336,0,0,0,0,0,5,2010,125000
"230",230,43,3182,7,5,2005,2006,1357,1373,1555,0,1555,0,0,2,0,2,1,7,1,2005,2,430,143,20,0,0,0,5,2009,192500
"231",231,73,8760,6,6,1959,1959,1194,1194,1194,0,1194,1,0,1,0,3,1,6,0,1959,1,312,0,0,120,0,0,4,2010,148000
"232",232,174,15138,8,5,1995,1996,773,1462,1490,1304,2794,1,0,2,1,4,1,9,1,1995,3,810,0,146,202,0,0,7,2009,403000
"233",233,21,1680,6,5,1972,1972,483,483,483,504,987,0,0,1,1,2,1,5,1,1972,1,288,0,0,0,0,0,6,2006,94500
"234",234,75,10650,5,6,1976,1976,0,894,894,0,894,1,0,1,0,3,1,5,0,1976,1,308,365,0,0,0,0,2,2010,128200
"235",235,NA,7851,6,5,2002,2002,235,860,860,1100,1960,1,0,2,1,4,1,8,2,2002,2,440,288,48,0,0,0,5,2010,216500
"236",236,21,1680,6,3,1971,1971,125,483,483,504,987,0,0,1,1,2,1,5,0,1971,1,264,0,0,0,0,0,8,2008,89500
"237",237,65,8773,7,5,2004,2004,1390,1414,1414,0,1414,0,0,2,0,3,1,6,0,2004,2,494,132,105,0,0,0,5,2010,185500
"238",238,NA,9453,7,7,1993,2003,594,996,1014,730,1744,0,0,2,1,3,1,7,0,1993,2,457,370,70,0,0,0,2,2010,194500
"239",239,93,12030,8,5,2007,2007,1694,1694,1694,0,1694,0,0,2,0,3,1,7,0,2007,3,818,168,228,0,0,0,12,2007,318000
"240",240,52,8741,6,4,1945,1950,641,735,798,689,1487,0,0,1,1,3,1,7,1,1949,1,220,0,140,0,0,0,4,2010,113000
"241",241,75,9000,8,5,2008,2008,488,1566,1566,0,1566,1,0,2,0,3,1,7,0,2008,2,750,144,168,0,0,0,4,2010,262500
"242",242,40,3880,5,9,1945,1997,357,686,866,0,866,0,0,1,0,2,1,4,0,NA,0,0,58,42,0,0,0,8,2007,110500
"243",243,63,5000,5,4,1900,1950,540,540,889,551,1440,0,0,1,0,3,1,6,0,1940,1,352,0,0,77,0,0,4,2006,79000
"244",244,75,10762,6,6,1980,1980,626,626,626,591,1217,0,0,1,1,3,1,6,1,1980,1,288,0,28,0,0,0,4,2009,120000
"245",245,NA,8880,7,5,1994,2002,253,948,1222,888,2110,1,0,2,1,3,1,8,2,1994,2,463,0,130,0,0,0,5,2010,205000
"246",246,80,10400,7,5,1988,1988,916,1845,1872,0,1872,0,1,2,0,3,1,6,1,1988,2,604,197,39,0,0,0,6,2006,241500
"247",247,69,9142,6,8,1910,1950,1020,1020,908,1020,1928,0,0,2,0,4,2,9,0,1910,1,440,0,60,112,0,0,4,2006,137000
"248",248,75,11310,6,5,1954,1954,1367,1367,1375,0,1375,0,0,1,0,2,1,5,1,1954,2,451,0,30,0,0,0,6,2006,140000
"249",249,72,11317,7,5,2003,2003,840,840,840,828,1668,0,0,2,1,3,1,8,0,2003,2,500,144,68,0,0,0,9,2007,180000
"250",250,NA,159000,6,7,1958,2006,747,1444,1444,700,2144,0,1,2,0,4,1,7,2,1958,2,389,0,98,0,0,0,6,2007,277000
"251",251,55,5350,3,2,1940,1966,728,728,1306,0,1306,0,0,1,0,3,1,6,0,NA,0,0,263,0,0,0,0,5,2010,76500
"252",252,44,4750,8,5,2006,2007,0,1573,1625,0,1625,1,1,2,0,2,1,5,1,2006,2,538,123,0,0,153,0,12,2007,235000
"253",253,65,8366,6,5,2004,2004,798,798,798,842,1640,0,0,2,1,3,1,6,0,2004,2,520,138,45,0,0,0,12,2008,173000
"254",254,85,9350,6,7,1964,1991,452,1302,1302,0,1302,0,1,2,0,3,1,7,0,1964,1,309,333,0,0,0,0,10,2007,158000
"255",255,70,8400,5,6,1957,1957,392,1314,1314,0,1314,1,0,1,0,3,1,5,0,1957,1,294,250,0,0,0,0,6,2010,145000
"256",256,66,8738,7,5,1999,1999,975,975,1005,1286,2291,0,0,2,1,4,1,8,1,1999,2,429,192,0,0,0,0,2,2006,230000
"257",257,64,8791,6,5,2003,2003,361,864,864,864,1728,0,0,2,1,3,1,7,0,2003,2,673,216,56,0,0,0,5,2008,207500
"258",258,68,8814,7,5,2006,2006,270,1604,1604,0,1604,1,0,2,1,3,1,8,1,2006,2,660,123,110,0,0,0,3,2009,220000
"259",259,80,12435,7,5,2001,2001,602,963,963,829,1792,0,0,2,1,3,1,7,1,2001,2,564,0,96,0,0,0,5,2008,231500
"260",260,70,12702,5,5,1956,1956,0,0,882,0,882,0,0,1,0,2,1,4,0,1956,1,308,0,45,0,0,0,12,2008,97000
"261",261,120,19296,6,5,1962,1962,0,1362,1382,0,1382,1,0,1,0,3,1,6,1,1991,2,884,0,0,252,0,0,5,2009,176000
"262",262,69,9588,8,5,2007,2007,1482,1482,1482,1092,2574,0,0,2,1,3,1,10,1,2007,3,868,0,148,0,0,0,11,2007,276000
"263",263,88,8471,6,7,1977,1995,0,506,1212,0,1212,1,0,1,0,3,1,6,1,1978,2,492,292,12,0,0,0,7,2006,151000
"264",264,50,5500,5,7,1929,2001,0,926,926,0,1316,1,0,1,0,3,1,6,0,1974,2,484,0,0,0,0,0,4,2010,130000
"265",265,30,5232,5,5,1925,2004,680,680,764,0,764,0,0,1,0,2,1,4,0,1965,2,504,0,0,0,0,0,6,2008,73000
"266",266,78,12090,6,6,1981,1981,606,1422,1422,0,1422,0,0,2,0,3,1,7,1,1981,2,576,276,0,0,0,0,6,2008,175500
"267",267,70,11207,6,5,1997,1997,88,802,802,709,1511,1,0,2,1,3,1,8,1,1997,2,413,95,75,0,0,0,6,2006,185000
"268",268,60,8400,5,8,1939,1997,342,720,1052,720,2192,0,0,2,1,4,1,8,1,1939,1,240,262,24,0,0,0,7,2008,179500
"269",269,71,6900,5,6,1940,1955,212,740,778,0,778,0,0,1,0,2,1,4,1,1966,1,924,0,25,0,0,0,2,2008,120500
"270",270,NA,7917,6,7,1976,1976,392,1143,1113,0,1113,1,0,1,1,3,1,6,1,1987,1,504,370,30,0,0,0,5,2007,148000
"271",271,84,10728,8,5,2006,2006,1095,1095,1095,844,1939,0,0,2,1,3,1,8,1,2006,3,1053,192,51,0,0,0,8,2006,266000
"272",272,73,39104,7,7,1954,2005,96,1385,1363,0,1363,1,0,1,0,2,1,5,2,1954,2,439,81,0,0,0,0,4,2008,241500
"273",273,92,11764,8,7,1999,2007,628,1152,1164,1106,2270,0,0,2,1,4,1,9,1,1999,3,671,132,57,0,0,0,4,2010,290000
"274",274,80,9600,6,6,1958,1988,0,1240,1632,0,1632,1,0,2,0,3,1,6,1,1958,1,338,289,0,0,0,0,4,2009,139000
"275",275,76,8314,5,7,1982,1982,270,816,816,0,816,0,0,1,0,2,1,5,0,1982,1,264,168,0,0,0,0,6,2007,124500
"276",276,55,7264,7,7,1925,2007,952,952,952,596,1548,0,0,2,1,3,1,5,0,1978,2,672,74,0,0,144,0,10,2009,205000
"277",277,129,9196,7,5,2003,2003,1560,1560,1560,0,1560,0,0,2,0,3,1,7,0,2003,2,573,100,150,0,0,0,4,2010,201000
"278",278,140,19138,4,5,1951,1951,744,864,864,0,864,0,0,1,0,2,1,4,0,1951,2,400,0,0,0,0,0,6,2010,141000
"279",279,107,14450,9,5,2006,2007,2121,2121,2121,0,2121,0,0,2,1,3,1,8,1,2007,3,732,124,98,0,142,0,5,2007,415298
"280",280,83,10005,7,5,1977,1977,768,1160,1156,866,2022,0,0,2,1,4,1,8,1,1977,2,505,288,117,0,0,0,3,2008,192000
"281",281,82,11287,7,6,1989,1989,386,807,1175,807,1982,0,0,2,1,3,1,7,1,1989,2,575,0,84,0,0,0,1,2007,228500
"282",282,60,7200,6,5,2006,2006,357,1262,1262,0,1262,0,0,2,0,2,1,5,0,2006,2,572,0,120,0,0,0,5,2006,185000
"283",283,34,5063,7,5,2007,2008,410,1314,1314,0,1314,1,0,2,0,2,1,6,1,2008,2,626,172,62,0,0,0,4,2009,207500
"284",284,74,9612,8,5,2008,2009,1468,1468,1468,0,1468,0,0,2,0,3,1,6,1,2008,3,898,210,150,0,0,0,12,2009,244600
"285",285,50,8012,6,5,1992,1992,1145,1575,1575,0,1575,1,0,2,0,2,1,5,0,1992,2,529,0,0,52,0,0,7,2007,179200
"286",286,35,4251,7,5,2006,2007,625,625,625,625,1250,0,0,2,1,2,1,5,0,2006,2,528,0,54,0,0,0,6,2007,164700
"287",287,77,9786,6,7,1962,1981,312,912,1085,649,1734,0,0,1,1,3,1,7,1,1962,2,440,0,0,0,128,0,6,2006,159000
"288",288,NA,8125,4,4,1971,1971,244,858,858,0,858,0,0,1,0,3,1,5,0,NA,0,0,0,0,0,0,0,6,2006,88000
"289",289,NA,9819,5,5,1967,1967,432,882,900,0,900,0,0,1,0,3,1,5,0,1970,1,280,0,0,0,0,0,2,2010,122000
"290",290,60,8730,6,7,1915,2003,698,698,698,698,1396,0,0,1,0,3,1,7,0,2003,1,384,0,0,0,259,0,7,2007,153575
"291",291,120,15611,8,5,2006,2006,1079,1079,1079,840,1919,0,0,2,1,3,1,8,1,2006,2,685,0,51,0,0,0,7,2006,233230
"292",292,55,5687,5,6,1912,2000,570,780,936,780,1716,1,0,2,0,6,1,9,0,NA,0,0,0,184,0,0,0,3,2008,135900
"293",293,60,11409,5,4,1949,2008,476,768,1148,568,1716,0,0,1,1,3,1,8,1,1949,1,281,0,0,0,160,0,1,2009,131000
"294",294,NA,16659,7,7,1977,1994,0,795,1468,795,2263,1,0,2,1,3,1,9,1,1977,2,539,0,250,0,0,0,3,2006,235000
"295",295,80,9600,6,5,1953,1953,131,1416,1644,0,1644,1,0,1,0,3,1,7,2,1953,2,418,110,0,0,0,0,10,2009,167000
"296",296,37,7937,6,6,1984,1984,184,1003,1003,0,1003,1,0,1,0,3,1,6,0,1984,2,588,120,0,0,0,0,3,2006,142500
"297",297,75,13710,5,5,1950,1950,490,910,910,648,1558,0,0,1,1,4,1,6,0,1950,1,282,289,0,0,0,0,6,2007,152000
"298",298,66,7399,7,5,1997,1998,326,975,975,975,1950,0,0,2,1,3,1,7,1,1997,2,576,0,10,0,198,0,6,2007,239000
"299",299,90,11700,6,6,1968,1968,143,702,1041,702,1743,0,1,1,2,3,1,7,1,1968,2,539,224,0,0,0,0,6,2007,175000
"300",300,80,14000,6,8,1950,2004,1092,1092,1152,0,1152,0,1,1,0,3,1,6,1,1950,1,300,0,36,0,0,0,8,2009,158500
"301",301,90,15750,5,5,1953,1953,324,1165,1336,0,1336,1,0,1,0,2,1,5,2,1953,1,375,0,0,0,0,0,6,2006,157000
"302",302,66,16226,8,5,1998,1999,747,1028,1210,1242,2452,0,0,2,1,4,1,9,1,1998,2,683,208,50,0,0,0,5,2007,267000
"303",303,118,13704,7,5,2001,2002,1541,1541,1541,0,1541,0,0,2,0,3,1,6,1,2001,3,843,468,81,0,0,0,1,2006,205000
"304",304,70,9800,5,7,1972,1972,0,894,894,0,894,1,0,1,0,3,1,5,0,1975,2,552,256,0,0,0,0,7,2006,149900
"305",305,87,18386,7,9,1880,2002,1470,1470,1675,1818,3493,0,0,3,0,3,1,10,1,2003,3,870,302,0,0,0,0,5,2008,295000
"306",306,80,10386,8,5,2004,2005,536,2000,2000,0,2000,1,0,2,0,3,1,8,0,2004,3,888,168,0,0,0,0,7,2007,305900
"307",307,116,13474,7,5,1990,1991,0,700,1122,1121,2243,1,0,2,1,4,1,8,1,1990,3,746,127,44,224,0,0,6,2007,225000
"308",308,NA,7920,6,7,1920,1950,319,319,1035,371,1406,0,0,1,0,3,1,6,0,NA,0,0,0,144,0,0,0,3,2008,89500
"309",309,NA,12342,4,5,1940,1950,599,861,861,0,861,0,0,1,0,1,1,4,0,1961,2,539,158,0,0,0,0,3,2009,82500
"310",310,90,12378,9,5,2003,2004,622,1896,1944,0,1944,1,0,2,0,3,1,8,3,2003,3,708,208,175,0,0,0,11,2006,360000
"311",311,NA,7685,6,5,1993,1994,179,697,697,804,1501,0,0,2,1,3,1,6,1,1993,2,420,190,63,0,0,0,5,2006,165600
"312",312,50,8000,6,6,1948,2002,292,972,972,0,972,1,0,1,0,2,1,5,1,1948,1,240,0,0,0,0,0,5,2009,132000
"313",313,65,7800,5,7,1939,1950,286,793,793,325,1118,1,0,1,0,3,1,5,1,1939,2,410,0,0,0,271,0,5,2006,119900
"314",314,150,215245,7,5,1965,1965,80,2136,2036,0,2036,2,0,2,0,3,1,8,2,1965,2,513,0,0,0,0,0,6,2009,375000
"315",315,60,9600,7,7,1925,1990,712,728,832,809,1641,0,1,1,1,3,1,6,1,1925,2,546,0,0,234,0,0,8,2006,178000
"316",316,71,7795,7,5,2004,2005,291,716,716,716,1432,1,0,2,1,3,1,6,1,2004,2,432,100,51,0,0,0,7,2009,188500
"317",317,94,13005,7,7,1980,1980,153,845,1153,1200,2353,1,0,2,1,4,1,10,1,1983,2,484,288,195,0,0,0,8,2009,260000
"318",318,75,9000,8,5,2006,2006,1088,1088,1088,871,1959,0,0,2,1,3,1,8,1,2006,3,1025,208,46,0,0,0,12,2007,270000
"319",319,90,9900,7,5,1993,1993,360,1347,1372,1274,2646,1,0,2,1,4,1,9,1,1993,3,656,340,60,144,0,0,4,2009,260000
"320",320,NA,14115,7,5,1980,1980,336,1372,1472,0,1472,1,0,2,0,3,1,6,2,1980,2,588,233,48,0,0,0,6,2009,187500
"321",321,111,16259,9,5,2006,2006,1249,1249,1249,1347,2596,0,0,3,1,4,1,9,0,2006,3,840,240,154,0,0,0,9,2006,342643
"322",322,99,12099,8,5,2004,2004,166,1136,1136,1332,2468,1,0,2,1,4,1,10,1,2004,3,872,184,154,0,0,0,6,2007,354000
"323",323,86,10380,7,5,1986,1987,0,1502,1553,1177,2730,1,0,2,1,4,1,8,1,1987,2,576,201,96,0,0,0,8,2007,301000
"324",324,49,5820,3,8,1955,2005,906,1162,1163,0,1163,1,0,1,0,3,1,6,0,1955,1,220,142,98,0,0,0,7,2006,126175
"325",325,96,11275,7,7,1967,2007,710,710,1898,1080,2978,0,0,2,1,5,1,11,1,1961,2,564,240,0,0,0,0,6,2010,242000
"326",326,50,5000,5,6,1941,1950,604,720,803,0,803,0,0,1,0,2,1,5,0,1941,2,360,0,0,244,0,0,12,2007,87000
"327",327,32,10846,8,5,1993,1993,100,1719,1719,0,1719,2,0,1,1,1,1,6,2,1993,2,473,122,30,0,0,0,5,2008,324000
"328",328,80,11600,6,5,1960,1960,818,1383,1383,0,1383,0,0,1,1,3,1,7,0,1960,1,292,0,45,0,0,0,4,2006,145250
"329",329,NA,11888,6,6,1916,1994,844,844,1445,689,2134,0,0,2,0,5,1,10,0,1930,2,441,0,60,268,0,0,7,2009,214500
"330",330,60,6402,5,5,1920,1950,596,596,596,596,1192,0,0,1,0,3,1,6,0,1920,1,189,0,0,137,0,0,7,2009,78000
"331",331,NA,10624,5,4,1964,1964,1424,1728,1728,0,1728,0,1,2,0,6,2,10,0,2002,1,352,155,0,0,0,0,11,2007,119000
"332",332,70,8176,5,6,1958,1992,210,1056,1056,0,1056,1,0,1,0,3,1,6,0,1958,1,308,0,0,0,0,0,8,2007,139000
"333",333,85,10655,8,5,2003,2004,1603,3206,1629,0,1629,1,0,2,0,3,1,7,1,2003,3,880,0,0,0,0,0,10,2009,284000
"334",334,59,8198,7,5,2004,2004,638,1358,1358,0,1358,1,0,2,0,2,1,6,1,2004,2,484,192,30,0,0,0,7,2008,207000
"335",335,59,9042,6,5,1998,1998,115,943,943,695,1638,1,0,2,1,3,1,7,2,1998,2,472,100,38,0,0,0,7,2008,192000
"336",336,NA,164660,5,6,1965,1965,103,1499,1619,167,1786,2,0,2,0,3,1,7,2,1965,2,529,670,0,0,0,0,8,2008,228950
"337",337,86,14157,9,5,2005,2006,673,1922,1922,0,1922,1,0,2,0,3,1,8,1,2005,3,676,178,51,0,0,0,7,2007,377426
"338",338,70,9135,7,5,2002,2003,726,1536,1536,0,1536,1,0,2,0,3,1,7,0,2002,2,532,192,74,0,0,0,12,2008,214000
"339",339,91,14145,7,7,1984,1998,995,1208,1621,0,1621,1,0,2,0,3,1,8,0,1984,2,440,108,45,0,0,0,5,2006,202500
"340",340,66,12400,6,7,1958,1998,630,1215,1215,0,1215,0,0,1,0,3,1,6,0,1958,1,297,0,0,0,234,0,6,2009,155000
"341",341,85,14191,8,5,2002,2002,967,967,993,915,1908,0,0,2,1,4,1,9,0,2002,2,431,135,0,0,0,0,4,2010,202900
"342",342,60,8400,4,4,1950,1950,721,721,841,0,841,0,0,1,0,2,1,4,0,1950,1,294,250,0,24,0,0,9,2009,82000
"343",343,NA,8544,3,4,1949,1950,0,0,1040,0,1040,0,0,2,0,2,2,6,0,1949,2,400,0,0,0,0,0,5,2006,87500
"344",344,63,8849,9,5,2005,2005,1656,1684,1684,0,1684,0,0,2,0,2,1,6,1,2005,2,564,495,72,0,0,0,7,2008,266000
"345",345,36,2592,5,3,1976,1976,175,536,536,576,1112,0,0,1,1,3,1,4,0,1976,1,336,182,0,0,0,0,4,2010,85000
"346",346,65,6435,6,5,1939,1950,972,972,972,605,1577,0,0,1,0,3,1,6,1,1939,1,312,0,0,0,0,0,10,2006,140200
"347",347,NA,12772,6,8,1960,1998,460,958,958,0,958,0,0,1,0,2,1,5,0,1960,1,301,0,0,0,0,0,4,2007,151500
"348",348,NA,17600,6,5,1960,1960,208,1478,1478,0,1478,1,0,2,0,3,1,6,2,1960,2,498,0,40,0,0,0,12,2009,157500
"349",349,36,2448,7,5,2003,2004,191,764,764,862,1626,1,0,2,1,2,1,6,0,2003,2,474,0,27,0,0,0,10,2008,154000
"350",350,56,20431,9,5,2005,2006,438,1848,1848,880,2728,1,0,2,1,4,1,10,2,2006,3,706,0,0,0,0,0,4,2006,437154
"351",351,68,7820,9,5,2007,2007,1869,1869,1869,0,1869,0,0,2,0,2,1,6,1,2007,2,617,210,54,0,0,0,12,2007,318061
"352",352,NA,5271,7,5,1986,1986,371,1453,1453,0,1453,1,0,1,1,2,1,6,1,1986,2,445,0,80,0,184,0,12,2006,190000
"353",353,60,9084,5,6,1941,1950,0,616,616,495,1111,0,1,1,0,3,1,5,0,1941,1,200,48,0,0,0,0,3,2008,95000
"354",354,60,8520,6,8,1928,2003,624,624,720,0,720,0,0,1,0,2,1,5,0,2005,2,484,106,0,0,0,0,5,2010,105900
"355",355,60,8400,6,5,1940,2000,552,940,1192,403,1595,0,0,1,0,2,1,6,2,1940,1,240,0,0,108,0,0,6,2006,140000
"356",356,105,11249,6,5,1995,1995,322,1200,1200,0,1200,1,0,2,0,3,1,6,0,1995,2,521,0,26,0,0,0,8,2007,177500
"357",357,NA,9248,6,6,1992,1992,598,1158,1167,0,1167,1,0,2,0,3,1,6,0,1992,2,400,120,26,0,0,0,7,2009,173000
"358",358,44,4224,5,5,1976,1976,268,1142,1142,0,1142,1,0,1,1,3,1,6,1,1976,2,528,536,90,0,0,0,8,2007,134000
"359",359,92,6930,5,4,1958,1958,468,1062,1352,0,1352,0,1,1,0,3,1,6,0,1958,1,288,168,0,294,0,0,7,2006,130000
"360",360,78,12011,8,5,1998,1998,130,1086,1086,838,1924,1,0,2,1,3,1,7,1,1998,2,592,208,75,0,374,0,6,2006,280000
"361",361,NA,7540,6,6,1978,1978,115,888,912,0,912,1,0,1,0,2,1,5,1,1978,2,470,0,0,0,192,0,6,2007,156000
"362",362,NA,9144,5,5,1940,1982,484,883,988,517,1505,1,0,1,0,3,1,8,0,1940,1,240,0,0,0,0,0,7,2008,145000
"363",363,64,7301,7,5,2003,2003,0,0,495,1427,1922,0,0,3,0,4,1,7,1,2003,2,672,0,0,177,0,0,7,2009,198500
"364",364,21,1680,6,8,1972,2007,321,483,483,504,987,0,0,1,1,2,1,5,0,1972,1,264,250,0,0,0,0,5,2009,118000
"365",365,NA,18800,6,5,1976,1976,84,796,790,784,1574,1,0,2,1,3,1,6,1,1976,2,566,306,111,0,0,0,7,2006,190000
"366",366,59,10690,5,7,1920,1997,216,672,672,672,1344,0,0,1,0,3,1,6,0,1964,1,468,0,128,218,0,0,7,2009,147000
"367",367,NA,9500,6,5,1963,1963,785,1394,1394,0,1394,1,0,1,1,3,1,6,2,1963,2,514,0,76,0,185,0,7,2009,159000
"368",368,101,9150,6,5,1962,1962,728,1099,1431,0,1431,0,1,1,0,3,1,6,1,1962,1,296,64,110,0,0,0,12,2008,165000
"369",369,78,7800,5,6,1954,1954,728,1268,1268,0,1268,0,0,1,0,2,1,7,1,1954,1,244,0,98,0,0,0,3,2010,132000
"370",370,NA,9830,5,7,1959,2006,733,1063,1287,0,1287,1,0,1,0,3,1,7,1,1997,2,576,364,17,0,182,0,3,2010,162000
"371",371,NA,8121,6,5,2000,2000,953,953,953,711,1664,0,0,2,1,3,1,7,1,2000,2,460,100,40,0,0,0,1,2006,172400
